STATION CODE,LOCATIONS,STATE,Temp,PH,Conductivity,BOD,NI,Fec_col,Tot_col
2257,"GROUND WATER FROM DHUBRI
DISTRICT (COLLEGE NAGAR ), ASSAM",ASSAM,35.5,7.35,332,2.5,0.95,2,2
2259,"GROUND WATER FROM DIPHU (GOVT. COLLEGE), ASSAM",ASSAM,26,7,312,2.2,0.9,2,2
3779,"GROUND WATER FROM
GARMUR, MAJULI",ASSAM,23,7.45,325.5,2.4,0.85,2,2
4008,GROUND WATER FROM GELEKY,ASSAM,24,7.1,251.5,2.1,0.85,2,2
2258,"GROUND WATER FROM
GOALPARA DIST. (GOALPARA COLLEGE ), ASSAM",ASSAM,27,7.4,341,2.2,0.95,2,2
2263,"GROUND WATER FROM
HIALAKANDI (NEAR ASTC BUS STAND ), ASSAM",ASSAM,25,7.35,266,2.5,1,2,2
2251,"GROUND WATER FROM
JAGIROAD NEAR HPC EFFLUENT DISCHARGE POINT, ASSAM",ASSAM,27.5,7.25,320.5,2,0.7,2,2
3817,"GROUND WATER FROM
KAHILIPARA, GUWAHATI",ASSAM,23,7.1,250,2.15,0.7,2,2
2262,"GROUND WATER FROM
KARIMGANJ (COLLEGE), ASSAM",ASSAM,23,7.3,277,2.15,0.85,2,2
3815,"GROUND WATER FROM
KHANAPARA, GUWAHATI",ASSAM,28,7.3,314.5,2.15,0.8,2,2
2256,"GROUND WATER FROM
KOKRAJHAR DISTRICT (HS SCHOOL ), ASSAM",ASSAM,30.5,7.6,361.5,2.1,0.9,2,2
2248,"GROUND WATER FROM
LAKHIMPUR TOWN, ASSAM",ASSAM,30,7.75,249.5,2.25,0.65,2,2
4007,"GROUND WATER FROM
LAKWAH",ASSAM,23.5,7.15,225,1.95,0.8,2,2
2243,"GROUND WATER FROM LEDO,
MARGHERITA, ASSAM",ASSAM,24,7.1,325,2.3,0.9,2,2
3818,"GROUND WATER FROM
MALIGAON, GUWAHATI",ASSAM,25,7.3,206.5,2.1,0.85,2,2
3766,"GROUND WATER FROM
MANGALDOI TOWN",ASSAM,26,7.5,307,2,0.7,2,2
3802,"GROUND WATER FROM MEHEPUR NEAR A CLUSTER OF NURSING HOME & DIAGNOSTIC
CENTRE, MEHERPUR, CACHAR",ASSAM,24.5,7.25,237,2.2,0.85,2,2
3801,"GROUND WATER FROM MEHEPUR TRENCHING GROUND,
MEHERPUR, CACHAR",ASSAM,24.5,7.05,331,2.35,0.75,2,2
2250,"GROUND WATER FROM
NAGAON (PANIGAON), ASSAM",ASSAM,27,7.65,329,2.1,1,2,2
4340,"GROUND WATER FROM
NAGAON COLLEGE, NAGAON",ASSAM,28,7.25,313,2.1,0.75,2,2
2253,"GROUND WATER FROM NALBARI, ASSAM",ASSAM,19.5,7.65,276.5,2.45,0.9,2,2
2244,"GROUND WATER FROM NAZIRA,
ASSAM",ASSAM,26.5,6.9,301,2.3,0.8,2,2
2245,"GROUND WATER FROM
NUMALIGARH (NEAR NRL TE LABOR COLONY), ASSAM",ASSAM,28.5,7.2,361.5,2.2,0.8,2,2
4001,"GROUND WATER FROM
PANJABARI",ASSAM,28,7.1,314,2.1,0.7,2,2
4327,"GROUND WATER FROM RAILWAY STATION ROAD,
ROWTA",ASSAM,26,7.2,328,2.2,0.8,2,2
4002,"GROUND WATER FROM
SANTIPUR",ASSAM,24.5,7.4,262,2.15,0.95,2,2
4303,GROUND WATER FROM SATGAON,ASSAM,27.5,7.4,320,1.85,0.75,2,2
2246,"GROUND WATER FROM
SEMENCHAPARI, ASSAM",ASSAM,22,7.1,247,2.3,0.8,2,2
2247,"GROUND WATER FROM
SILAPATHAR, ASSAM",ASSAM,22,7.3,260,2.2,0.7,2,2
2249,"GROUND WATER FROM TEZPUR
(MISSION CHARIALI), ASSAM",ASSAM,24,7.4,195,2.1,0.9,2,2
4003,"GROUND WATER FROM TEZPUR
COLLEGIATE HIGH SCHOOL",ASSAM,25.5,7.2,229,2.25,0.95,2,2
3771,"GROUND WATER FROM TITABAR
URBAN WATER SUPPLY, TITABAR",ASSAM,27,7.9,412,2.4,0.9,2,2
2264,"GROUND WATER IN
PANCHGRAM MARKET NEAR CACHAR PAPER MILL, ASSAM",ASSAM,23.5,7.25,270,2.25,0.8,2,2
3805,"GROUND WATER NEAR BADARPUR INDUSTRIAL AREA AT BADARPUR GHAT,
KARIMGANJ",ASSAM,24,7.15,263,2.2,0.7,2,2
1536,"GROUND WATER NEAR BPMS
H.S. SCHOOL SONARI TOWN DIST CHARAIDEO",ASSAM,31.5,7.5,305,2.25,0.8,2,2
2255,"GROUND WATER NEAR BPRL,
DHALIGAON, ASSAM",ASSAM,29.5,7.4,340,2.35,0.95,2,2
3770,"GROUND WATER NEAR  GARMUR RECREATION GROUND,
JORHAT",ASSAM,26,6.85,235.5,2.2,0.75,2,2
3790,"GROUND WATER NEAR GOGAMUKH PUBLIC WATER SUPPLY SCHEME, GOGAMUKH,
DHEMAJI",ASSAM,22,7.2,205,2.1,0.8,2,2
2252,"GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK
GUWAHATI, ASSAM",ASSAM,28,7.95,391,2.5,1.25,2,2
3762,"GROUND WATER NEAR
MUNICIPAL WASTE PROCESSING FACILITY, MORABHARLI, TEZPUR",ASSAM,25.5,7.2,286.5,2.1,0.75,2,2
4339,"GROUND WATER NEAR NAGAON
TOWN PIPE WATER SUPPLY SCHEME(Z111), NAGAON",ASSAM,26,7.4,265,2.4,0.9,2,2
4330,"GROUND WATER NEAR PANGRAM STONE CRASHER
CLUSTER",ASSAM,20,7.5,91,2,0.6,2,2
3794,"TUBE WELL AT R/O SRI ANIL BAORA AT BOSAGAON NEAR BY THE ATHKHALIA, NAMGHAR, PO:
PULIKAITONI",ASSAM,26,7.5,367,2.35,0.8,2,2
3793,"TUBE WELL AT R/O SRI TANKESWAR DAS, RUPJYOTI COLONY (NAGABALI) MUNICIPALITY DUMPING SITE,
GOLAGHAT",ASSAM,27.5,6.9,351.5,2.3,0.9,2,2
3795,"TUBE WELL OF WOKHA GORONGA GIRLS ME SCHOOL,
GOROUNGA TINIALI, FURKATING",ASSAM,26.5,7.3,391,2.35,0.9,2,2
1830,"BORE WELL WATER (PHED PUMP HOUSE) SADAR HOSPITAL
CAMPUS, MUZAFFARPUR",BIHAR,24,7.3,927,2.35,2.79,2,2
1826,"BORE WELL WATER AT BHUT NATH ROAD WATER TANK SEC3,
KANKARBAGH,PATNA",BIHAR,25.5,7.55,460.5,2.35,1.96,811.5,811.5
1825,"BORE WELL WATER AT KATRA
BAZAR WATER TANK, MALSALAMI, PATNA",BIHAR,24.5,7.4,444,2.35,1.91,811.5,811.5
1829,"BORE WELL WATER FROM IGIMS
CAMPUS, PATNA",BIHAR,26.5,7.5,459.5,2.35,1.565,462.5,464.5
1828,"BORE WELL WATER IN CAMPUS OF PATNA WATER BOARD HEAD OFFICE, NEAR HIGH COURT,
PATNA",BIHAR,28,7.45,488,2.35,1.585,7,12.5
1831,"BORE WELL WATER MMC PUMP HOUSE BRAHMPURA NAKA,
MUZAFFARPUR",BIHAR,24,7.5,641,2.35,2.58,7,16
1844,"BORE WELL WATER NEAR
COMMISSIONARY OFFICE, CHAPRA",BIHAR,26,7,1160,2.35,0.34,9,16
3139,GROUND WATER FROM ARARIA,BIHAR,28,7.6,296,2.35,2.39,9,16
3138,GROUND WATER FROM ARRAH,BIHAR,24.5,7.35,748,2.35,3.385,350,920
3143,"GROUND WATER FROM
BAGAHA",BIHAR,25,7.6,345,2.35,0.3,350,920
3144,GROUND WATER FROM BARH,BIHAR,21,7.45,830.5,2.35,1.89,23,33
1837,"GROUND WATER FROM
BEGUSARAI",BIHAR,21,7.7,828,2.35,0.3,23,23
3140,GROUND WATER FROM BETTIAH,BIHAR,25,7.2,968,2.35,0.39,23,23
3142,"GROUND WATER FROM
BIKRAMGANJ",BIHAR,22,7.9,383,2.35,0.3,23,23
3141,"GROUND WATER FROM
BODHGAYA",BIHAR,20,7.7,785,2.35,4.82,23,23
3145,"GROUND WATER FROM DEHRI
ON SONE",BIHAR,20,7.4,238,2.35,1.12,23,23
3146,"GROUND WATER FROM
DUMRAON",BIHAR,26,7.9,435.5,2.35,0.61,35000,35000
3148,GROUND WATER FROM JAMALPUR,BIHAR,20,7,877,2.35,0.3,35000,35000
3147,GROUND WATER FROM JAYNAGAR,BIHAR,22,7.3,392.5,2.35,1.2,23,23
3161,"GROUND WATER FROM
KATIHAR",BIHAR,25.5,7.85,965,2.35,2.095,33,49
3149,GROUND WATER FROM KUDRA,BIHAR,22,7.9,571,2.35,0.36,23,23
3150,GROUND WATER FROM MANER,BIHAR,24,7.2,774,2.35,1.37,23,23
3151,"GROUND WATER FROM
MOHANIA",BIHAR,23,7.8,1040,2.35,0.98,23,23
3152,"GROUND WATER FROM
NARKATIAGANJ",BIHAR,24,7.9,232,2.35,0.3,23,23
2593,"GROUND WATER FROM
NAWADA",BIHAR,21,7.2,1280,2.35,2.57,23,23
3153,GROUND WATER FROM PIRO,BIHAR,22,7.5,1110,2.35,4.37,23,23
3154,"GROUND WATER FROM
RAMKUND GAYA",BIHAR,24,7.4,935,2.35,0.3,23,23
3160,GROUND WATER FROM RAXAUL,BIHAR,25,7.9,269,2.35,0.3,23,23
2594,"GROUND WATER FROM
SAHARSA",BIHAR,25.5,7.9,900.5,2.35,3.96,23,23
2595,"GROUND WATER FROM
SAMASTIPUR",BIHAR,22,7.75,827.5,2.35,1.25,177.5,273.5
3156,"GROUND WATER FROM
SAMASTIPUR",BIHAR,22,6.85,1380,2.35,1.35,7,9
3159,"GROUND WATER FROM
SHAHPUR",BIHAR,26,7,713,2.35,1.84,7,9
3158,"GROUND WATER FROM
SHERGHATI",BIHAR,20,7.6,299,2.35,0.3,23,23
2596,"GROUND WATER FROM
SITAMARHI",BIHAR,24.5,7.8,292.5,2.35,2.995,23,23
2597,GROUND WATER FROM SIWAN,BIHAR,24,7.3,448,2.35,0.3,23,23
3157,"GROUND WATER FROM
SULTANGANJ",BIHAR,22,6.9,1245,2.35,0.3,16,76.5
3155,GROUND WATER FROM SUPUAL,BIHAR,26,7.75,741,2.35,3.15,16,76.5
1827,"GROUND WATER FROM TAP WATER COMING FROM OVER HEAD TANK PMCH CAMPUS,
PATNA",BIHAR,26.5,7.6,455.5,2.35,1.805,12.5,12.5
1838,"GROUND WATER FROM TAP
WATER NEAR VEER KUWAR SINGH CHOWK, MUNGER",BIHAR,20,7.1,1030,2.35,0.3,12,23
2600,"GROUND WATER FROM
VAISHALI",BIHAR,22.5,7.05,1313.5,2.35,2.56,23,23
3162,"GROUND WATER FROM
VAISHALI",BIHAR,23,7.1,583,2.35,5.53,23,23
1832,"GROUND WATER NEAR TAP
WATER IN CAMPUS OF KALI ASTHAN, BEGUSARAI",BIHAR,26,7.4,914,2.35,1.825,14,14
1833,"GROUND WATER NEAR TAP
WATER IN CAMPUS OF S.P OFFICE, POKHARIA, BEGUSARAI",BIHAR,26.5,7.05,571.5,2.35,1.515,14,14
2583,"HAND PUMP WATER AT BUS
STAND, GOPALGANJ",BIHAR,28,7.1,1620,2.35,1.62,23,23
2586,"HAND PUMP WATER AT BUS
STAND, KATIHAR",BIHAR,25.5,7.7,447.5,2.35,2.68,23,23
2590,"HAND PUMP WATER AT
COLLECTRIATE OFFICE, MADHUBANI",BIHAR,21,7.15,501.5,2.35,1.05,23,23
2577,"HAND PUMP WATER AT COURT
CAMPOUND, ARARIA",BIHAR,28.5,7.4,511,2.35,2.285,5,6
2588,"HAND PUMP WATER AT D.M
OFFICE, KISHANGANJ",BIHAR,25,7.65,797,2.35,2.385,23,23
2582,"HAND PUMP WATER AT DARBHANGA BUS STAND,
DARBHANGA",BIHAR,20,8.1,352,2.35,0.3,7,7
2581,"HAND PUMP WATER AT KILA
GATE NEAR RAMBAGH MITHILA UNIVERSITY, DARBHANGA",BIHAR,23,7.65,359,2.35,1.1,23,49
2578,"HAND PUMP WATER AT SARDAR
PATEL BUS STAND, BHOJPUR",BIHAR,24.5,7.1,1155.5,2.35,3.775,23,23
2584,"HAND PUMP WATER AT
THAWAY MANDIR CAMPUS, GOPALGANJ",BIHAR,27,7.2,1170,2.35,5.3,23,23
2580,"HAND PUMP WATER FROM
NAGAR PARISHAD, BHABHUA",BIHAR,22,7.1,1330,2.35,2.85,23,23
1839,"HAND PUMP WATER IN CAMPUS
OF KASTURBA WATER WORKS, MUNGER",BIHAR,24,7.65,323,2.35,1.49,51,51
1836,"HAND PUMP WATER NEAR BUS
STAND TILKS MANJHI CHOWK, BEGUSARAI",BIHAR,21,7.2,257,2.35,0.3,51,51
1835,"HAND PUMP WATER NEAR
COURT LOWER COURT, PURNEA",BIHAR,26.5,7.3,629,2.35,3.32,27,27
2589,"HAND PUMP WATER NEAR D.M
OFFICE, MADHEPURA",BIHAR,26,7.95,641.5,2.35,2.51,5,7
1834,"HAND PUMP WATER NEAR GOVT. HOSPITAL, PURNEA",BIHAR,27,7.55,668.5,2.35,2.095,23,23
2587,"HAND PUMP WATER NEAR
SADAR HOSPITAL, KHAGARIA",BIHAR,27,7.55,783.5,2.35,2.575,23,12.5
1843,"PHED WATER SUPPLY NEAR BUS
STAND, RAJGIR",BIHAR,25,7.3,486,2.35,1.14,23,23
2591,"TAP WATER INSIDE THE CAMPUS OF TOURIST CAFETERIA,
NALANDA",BIHAR,21,7.1,1440,2.35,2.59,23,23
2585,"TAP WATER NEAR PANI TANKI AT JAHANABAD COURT,
JAHANABAD",BIHAR,25,7.8,944,2.35,5.34,23,23
1840,"TAP WATER PHED PUMP HOUSE
MAIN ROAD, MOTIHARI",BIHAR,24,8.2,312,2.35,0.3,12,23
1842,"TAP WATER SAMPLE AT
RAMKUND, GAYA",BIHAR,21,8.7,480,2.35,5.12,12,23
1841,"TAP WELL WATER FROM T. MODAL INTER SCHOOL, G.B
ROAD, GAYA",BIHAR,24,7,1120,2.35,0.75,23,23
2579,"TUBE WELL WATER AT
COLLECTRIATE CAMPUS, BUXAR",BIHAR,22,6.95,818,2.35,1.67,23,23
2592,"HAND WATER AT CIVIL COURT
BIHAR SHARIF, NALANDA",BIHAR,24,7.8,2080,2.35,5.69,5,9
2598,"BOREWELL WATER NEAR DHARMSHALA SASARAM,
ROHTAS",BIHAR,21,7.9,241,2.35,0.3,23,23
2599,"GROUND WATER BUS STAND
SASARAM, ROHTAS",BIHAR,20,7.9,735,2.35,0.88,7,9
2045,"GROUND WATER FROM DADU
MAJRA, CHANDIGARH",CHANDIGARH,25.65,7.15,759,1.1,6.65,2,37
2044,"GROUND WATER FROM DHANAS VILLAGE, CHANDIGARH",CHANDIGARH,25.65,7.15,804,1.1,3.55,2,56
2043,"GROUND WATER FROM PALSORA VILLAGE,
CHANDIGARH",CHANDIGARH,25.7,7.3,902.5,1.25,3,3.5,49
2039,"GROUND WATER FROM SECTOR
15, CHANDIGARH",CHANDIGARH,25.65,7.25,527.5,1,5.65,2,37.5
2040,"GROUND WATER FROM SECTOR
22, CHANDIGARH",CHANDIGARH,25.55,7.05,712.5,1.25,3.25,2,25
2041,"GROUND WATER FROM SECTOR
34, CHANDIGARH",CHANDIGARH,25.4,7,846,1,3.6,2,50.5
2042,"GROUND WATER FROM SECTOR
47, CHANDIGARH",CHANDIGARH,25.8,7.15,621.5,1,2.35,2,28.5
3174,"BOREWELL/ HANDPUMP IN DHANRAS, NTPC, KORBA,
CHHATISGARH.",CHHATTISGARH,26.2,7.2,2302,1,1.05,2,2
3173,"BOREWELL/ HANDPUMP IN
PARSABHATA, BALCO, KORBA, CHHATISGARH.",CHHATTISGARH,26.05,7.15,25477,1,0.74,2,2
3172,"BOREWELL/ HANDPUMP IN ROGBAHRI VILLAGE, KORBA,
CHHATISGARH.",CHHATTISGARH,26.2,6.9,4898,1,0.645,2,2
1623,"GROUND WATER AT BILASPUR
REGION, CHHATISGARH.",CHHATTISGARH,27.4,7.5,378,1,0.3,2,2
1622,"GROUND WATER AT GOVIND NAGAR BILASPUR REGION,
CHHATISGARH.",CHHATTISGARH,27.3,7.4,348,1,0.3,2,2
1620,"GROUND WATER AT JANTA COLONY, STATION ROAD,
RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,28,7.4,256,1,0.3,2,2
1621,"GROUND WATER AT RAIPUR
REGION, CHHATISGARH.",CHHATTISGARH,25,7.35,258.5,1,0.3,2,2
3171,"HAND PUMP WATER 17/10 NEPALI MOHLLA, SHANKAR NAGAR, HEAVY INDUSTRIAL
AREA, BHILAI, CHHATISGARH.",CHHATTISGARH,25,7.35,258.5,6,0.6,2,2
2448,"GROUND WATER FROM VILLAGE BHIMPORE, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28.2,7.15,440,1,3.72,22.5,50
1440,"WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN","DAMAN AND DIU,
DADRA AND NAGAR HAVELI",28.2,6.9,824.5,1,3.785,2,6
2454,"WELL AT VILLAGE ATHAL, DADRA","DAMAN AND DIU,
DADRA AND NAGAR HAVELI",28.4,7.2,583,1,0.32,2,7
2451,"WELL AT VILLAGE DABHEL, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28.75,7.05,1222,1,1.725,2,7
2450,"WELL AT VILLAGE DUNETHA, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.9,7.25,746,1,1.985,2,6.5
2457,"WELL AT VILLAGE GALONDA, DADRA","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.25,7.2,400,1,1.075,2,6
2452,"WELL AT VILLAGE KACHIGAM, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28.95,7.25,446,1,3.6,10,24.5
2453,"WELL AT VILLAGE KHANVEL, DADRA","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",29.25,6.85,489,1,2.395,8.5,11
2456,"WELL AT VILLAGE PIPERIA, DADRA","DAMAN AND DIU,
DADRA AND NAGAR HAVELI",27.6,7.15,2856,1,4.915,2,4
2449,"WELL AT VILLAGE RINGANWADA, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28.6,7.6,2092.5,1,1.76,2,7
2458,"WELL AT VILLAGE, DADRA","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.3,7.25,3108.5,1,2.05,2,9
3477,"WELL AT ALIPUR, DELHI",DELHI,27.3,7.4,3108.5,1,0.3,2,9
3479,"WELL AT AURBINDO MARG,
DELHI",DELHI,27.3,7.5,3108.5,1,0.48,2,9
3480,"WELL AT BAWANA, DELHI",DELHI,27.3,7.1,3108.5,1,0.76,2,9
3483,"WELL AT BURARI, DELHI",DELHI,27.3,7.4,3108.5,1,0.3,2,9
3485,"WELL AT DEFENCE COLONY,
DELHI",DELHI,27.3,6.7,3108.5,1,0.47,2,9
3488,"WELL AT DILSHAD GARDEN,
DELHI",DELHI,27.3,7.2,3108.5,1,0.3,2,9
3489,"WELL AT DWARKA, DELHI",DELHI,27.3,6.7,3108.5,1,0.3,2,9
3490,"WELL AT FATEH PUR BERI, DELHI",DELHI,27.3,7.3,3108.5,1,0.76,2,9
3492,"WELL AT GAJIPUR, DELHI",DELHI,27.3,7,3108.5,1,0.4,2,9
3493,"WELL AT GANDHI NAGAR, DELHI",DELHI,27.3,6.9,3108.5,1,0.3,2,9
3494,"WELL AT HAIDERPUR, DELHI",DELHI,27.3,7,3108.5,1,0.3,2,9
3496,"WELL AT ISBT, DELHI",DELHI,27.3,7.2,3108.5,1,0.86,2,9
3498,"WELL AT KALKA JI, DELHI",DELHI,27.3,6.9,3108.5,1,0.57,2,9
3500,"WELL AT KAMLA NAGAR, DELHI",DELHI,27.3,7.2,3108.5,1,0.5,2,9
3503,"WELL AT KAROL BAGH, DELHI",DELHI,27.3,6.9,3108.5,1,0.3,2,9
3514,"WELL AT MATIALA, DELHI",DELHI,27.3,6.9,3108.5,1,0.36,2,9
3515,"WELL AT MAYA PURI, DELHI",DELHI,27.3,7.3,3108.5,1,0.5,2,9
3516,"WELL AT MAYUR VIHAR, DELHI",DELHI,27.3,7.3,3108.5,1,0.3,2,9
3517,"WELL AT NAJAFGARH, DELHI",DELHI,27.3,7,3108.5,1,0.69,2,9
3518,"WELL AT NARAINA INDL AREA, DELHI",DELHI,27.3,6.9,3108.5,1,0.56,2,9
3520,"WELL AT OKHLA, DELHI",DELHI,27.3,7.3,3108.5,1,1.01,2,9
3523,"WELL AT PARIVESH BHAWAN,
DELHI",DELHI,27.3,7.15,2437,1,1.15,2,2
3524,"WELL AT PASCHIM VIHAR, DELHI",DELHI,27.3,7.1,2437,1,0.3,2,2
3525,"WELL AT PATEL NAGAR, DELHI",DELHI,27.3,7,2437,1,0.3,2,2
3526,"WELL AT PATPAR GANJ, DELHI",DELHI,27.3,7.3,2437,1,0.3,2,2
3527,"WELL AT PATPARGANJ INDL
AREA, DELHI",DELHI,27.3,7.4,2437,1,1.5,2,2
3528,"WELL AT PEERAGARHI, DELHI",DELHI,27.3,7.1,2437,1,0.3,2,2
3529,"WELL AT PILANJI, DELHI",DELHI,27.3,7.7,2437,1,0.34,2,2
3530,"WELL AT PRIYA ENCLAVE, DELHI",DELHI,27.3,7,2437,1,0.3,2,2
3531,"WELL AT QUTAB GARH, DELHI",DELHI,27.3,7.5,2437,1,0.57,2,2
3532,"WELL AT RAJENDER NAGAR,
DELHI",DELHI,27.3,7,2437,1,1.03,2,2
3533,"WELL AT RAJPURA ROAD, DELHI",DELHI,27.3,7.2,2437,1,0.36,2,2
3535,"WELL AT ROHINI, DELHI",DELHI,27.3,7.3,2437,1,1.5,2,2
3536,"WELL AT SAKET, DELHI",DELHI,27.3,7.4,2437,1,0.3,2,2
3537,"WELL AT SHAHDARA, DELHI",DELHI,27.3,6.3,2437,1,0.68,2,2
3538,"WELL AT SINGHU BORDER, DELHI",DELHI,27.3,7.3,2437,1,0.99,2,2
3539,"WELL AT SINGOLA, DELHI",DELHI,27.3,7.4,2437,1,0.53,2,2
3540,"WELL AT SULTANPURI, DELHI",DELHI,27.3,6.9,2437,1,0.49,2,2
3541,"WELL AT TIKRI KALAN , DELHI",DELHI,27.3,7.1,2437,1,0.87,2,2
3542,"WELL AT TILAK NAGAR, DELHI",DELHI,27.3,7.2,2437,1,0.36,2,2
3543,"WELL AT TRILOKPURI, DELHI",DELHI,27.3,7,2437,1,0.3,2,2
3544,"WELL AT UJWAH, DELHI",DELHI,27.3,7.1,2437,1,0.98,2,2
3545,"WELL AT VASANT KUNJ, DELHI",DELHI,27.3,7.7,2437,1,0.41,2,2
3546,WELL AT VASANT VIHAR,DELHI,27.3,7.2,2437,1,0.3,2,2
3534,"WELL NEAR GURUDWARA SHRI
RAKABGANJ SAHIB, DELHI",DELHI,27.3,6.8,2437,1,0.3,2,2
3194,"BORE WELL AT BETHORA
INDUSTRIAL ESTATE",GOA,29,7.1,118,1.8,0.5,2,2
3195,"BORE WELL AT MADKAIM
INDUSTRIAL ESTATE",GOA,28,7.9,101,1.9,0.5,2,2
2281,WELL AT CORLIM INDL. ESTATE,GOA,29,5,91,1.2,0.3,2,2
2280,"WELL AT KUDAI INDL. ESTATE(M/S CADILA
HEALTHCARE LIMITED)",GOA,28,5.6,122,4.2,0.3,2,2
2282,"WELL AT PILERNE INDUSTRIAL
ESTATE(M/S UNICHEM )",GOA,28,6.9,314,1.7,0.3,2,5
2278,"WELL AT SANCOALE
INDL.ESTATE",GOA,29,7.1,258,2,0.3,2,2
2277,"WELL AT VERNA INDI.ESTATE.(M/S CIPLA
LIMITED)",GOA,30,6.3,378,1,2.5,2,2
1967,"ATUL, VILLAGE G.W, (VALSAD)",GUJARAT,27,7.7,2679,1,0.39,2,2
2089,"B/W NEAR INDL. AREA BORASARA & NAVAPURA, DIST.
SURAT.",GUJARAT,30.5,8.15,3212.5,1.65,0.3,2,2
4414,"B/W OF DISASTER PREVENTION AND MANAGEMANT CENTER(DPMC) GIDE, ANKLE
SHWAR FOR (MINARS)",GUJARAT,28,8.05,1190.5,1,0.3,2,2
4413,"B/W OF JASHWANTBHAI PARMAR, S. NO. 18 AT: VILLAGE
KALAMSAR, TA KHAMBHAT",GUJARAT,29.5,8.4,1218.5,1,1.035,2,2
2095,"BORE WELL AT STP MADHAPAR,
DIST. RAJKOT.",GUJARAT,28,7.2,1206,1.4,1.1,2,2
4416,BORE WELL AT VORAGAMDI,GUJARAT,31.5,7.8,2813,1,0.3,2,2
2083,BORE WELL OF CHHATRAL GIDC.,GUJARAT,29,8.2,2324,1,1.5,2,2
4422,"BORE WELL OF ITI COLLAGE OPP, M/S PALIWAL MILK AT MOTA SONELA, MODASA ROAD, TAL,
LUNAVADA, DIST. MAHISAGAR",GUJARAT,28,7.95,917,1,0.325,2,2
2091,"BORE WELL OF NAVSARI GIDC
INDUSTRIES ASSOCIATION OFFICE.",GUJARAT,32,8.15,2368,1.8,0.35,2,2
2084,"BORE WELL OF PALSANA
VILLAGE.",GUJARAT,30,8.45,1330.5,1.55,0.55,2,2
2098,"BORE WELL OF PIRANA TERMINAL PUMPING STATION, PIRANA, NR. V. N. BRIDGE,
AHMEDABAD.",GUJARAT,27.5,7.5,2980,1,0.6,2,2
2088,BORE WELL OF SACHIN GIDC.,GUJARAT,30.5,7.7,8235.5,2,0.45,2,2
2085,BORE WELL OF SANTEJ VILLAGE.,GUJARAT,29,7.1,2164,1,0.5,2,2
2097,"BORE WELL OF SOMESHWAR RICE MILL, NR. BAVLA ECO PROJECT, (CETP ), VILL. BAVLA,
DIST. AHMEDABAD.",GUJARAT,31.5,7.9,5532.5,1,0.45,2,2
2096,"BORE WELL, SNR. VINAYAK JAL SUDDHIKARAN SAHAKARI MANDALI LTD. (CETP ), VILL.
BAVLA, DIST. AHMEDABAD.",GUJARAT,32,7.7,5751.5,1,0.3,2,2
3245,"BOREWELL AT DHANGADHRA
NEAR DHANGADHRA CHEMICALS",GUJARAT,30,7.35,1451.5,1.4,1.29,2,2
3210,"BOREWELL AT PIRAMAL GLASS,
VILLAGE TARSADI AT KOSAMBA INDUSTRIAL AREA, SURAT",GUJARAT,29.5,7.8,3819.5,1.85,0.5,2,2
3211,"BOREWELL AT PRIMARY HEALTH
CENTER, KADODARA, SURAT",GUJARAT,29.5,8.15,1991,1.5,0.35,2,2
1970,"BOREWELL D/S TSDF SITE, GIDC
INDUSTRIAL AREA, VAPI",GUJARAT,26,7.8,2172,1,0.555,2,2
3223,"BOREWELL KADI INDUSTRIAL
AREA",GUJARAT,29,7.95,2091.5,1,0.3,2,2
3212,"BOREWELL NEAR CENTER OF
EXCELLENCE BUILDING, GIDC, VATVA, AHMEDABAD",GUJARAT,28.5,7.95,2286,1,0.32,2,2
3214,"BOREWELL NEAR GIDC ODHAV
INDUSTRIAL ASSOCIATION",GUJARAT,28.5,7.85,2208,1,0.345,2,2
3215,"BOREWELL NEAR MUNICIPAL SOLID WASTE SITE GYASPUR,
NAROL, AHMEDABAD",GUJARAT,27,7.7,3648,1,0.75,2,2
3244,"BOREWELL NEAR TSDF OF BHARUCH ENVIRO INFRASTRUCTURE LIMITED,
ANKLESHWAR, BHARUCH",GUJARAT,28.5,7.25,3368,1.45,0.3,2,2
3216,"BOREWELL NEAR TSDF SITE OF GREEN ENVIRONMNET SERVICES
CO. OP.LTD, VATVA, AHMEDABAD",GUJARAT,28.5,7.8,2781.5,1.15,0.34,2,2
3217,"BOREWELL NEAR TSDF SITE OF
NARODA ENVIRO PROJECT.LTD, ODHAVE, AHMEDABAD",GUJARAT,28.5,8.05,2412,1,0.605,2,2
3234,"BOREWELL NERA TSDF OF NANDESARI ENVIRO CONTROL LIMITED, NADESARI, VADODARA",GUJARAT,29.5,8.05,10218,2.1,1.21,2,2
